latency_ms
1768.48
1749.08
1504.32
2511.43
1045.18
2606.07
1009.19
2607.76
1074.00
2500.21
1122.74
2508.63
1052.44
1739.53
2503.09
1059.19
2568.83
1009.83
1606.13
1527.87
2591.66
1255.12
1504.43
2683.89
1139.63
1500.05
2508.46
1830.55
1257.00
2541.48
1025.83
2507.40
1065.11
2563.40
1021.52
2581.58
1205.30
1634.13
2764.03
4302.01
2569.44
1544.02
2678.76
4002.74
4010.32
2571.02
2500.54
1002.34
2494.82
1009.19
2529.82
1031.00
2490.17
999.00
2528.76
1512.82
1504.92
2507.48
997.43
2497.35
992.68
2494.52
1518.56
1741.76
1512.74
2507.46
1017.40
2494.71
1520.10
1509.47
2503.81
1510.54
1504.17
2508.97
1005.27
2510.21
1032.81
2519.63
1036.36
2501.10
992.43
2501.11
1509.55
1488.73
2511.34
1007.04
2510.44
1501.26
1511.84
2562.26
1022.28
2491.25
1005.92
2496.68
1508.99
1519.25
2499.95
1025.21
2523.83
1002.83
2504.30
1493.29
1500.49
2507.74
988.92
2495.31
1489.58
1504.97
2505.82
1016.16
2542.37
1012.50
2501.97
1493.37
1501.20
2521.16
1487.42
1515.26
2520.10
1054.98
2505.79
998.30
2495.29
1251.07
2516.41
1002.78
2519.41
999.87
2513.67
1502.36
1529.78
1748.01
1504.65
2500.27
1488.76
1523.75
2499.57
1008.52
2504.41
984.89
2505.29
1511.82
1491.32
2505.14
1016.68
2498.78
1551.84
1510.72
1497.81
2501.91
1505.71
1514.40
2492.31
1138.26
2506.88
1008.73
2511.19
1150.99
2497.17
995.03
2497.94
1512.62
1493.68
2530.40
990.89
2536.82
991.94
2499.60
1497.21
1492.79
2506.12
1494.18
1518.12
2748.59
4012.39
4003.24
2518.07
2505.08
1075.33
2501.43
1006.67
2512.72
998.22
2504.40
1495.73
1488.11
2525.13
999.60
2532.23
1525.77
2532.34
1414.38
2513.59
1057.07
2498.07
1012.61
2503.90
1121.07
2497.68
1501.25
1507.70
2547.80
991.95
2502.34
1524.44
1500.87
2517.46
990.52
2508.80
1242.94
2525.29
995.44
2503.09
1255.80
1487.42
2500.64
1498.61
1489.41
2496.82
995.41
2496.50
1516.40
1519.66
2525.93
998.84
2504.30
997.42
2499.96
1492.67
1504.94
2514.92
989.00
2513.34
1522.80
1511.27
2512.41
991.90
2505.14
1496.65
2497.90
4005.13
3999.04
2495.18
1597.67
2500.33
1496.26
1512.42
2507.58
1021.62
2498.43
1000.44
2495.95
1511.30
1493.33
2509.04
988.06
2507.91
1249.20
2497.47
1013.93
2529.96
994.55
2506.55
1497.36
1494.46
2536.97
1026.56
2510.23
997.51
2500.41
1499.68
1514.25
2508.23
1027.83
2497.35
1006.39
2534.80
1511.93
1496.24
2502.91
997.33
2496.22
1495.95
1601.57
2502.29
1005.26
2547.60
1020.72
2500.00
1497.09
1501.77
2501.58
1020.96
2494.81
995.83
2505.82
1497.99
1488.21
2504.46
1006.28
2496.74
1500.93
2545.55
4057.63
2502.79
2500.55
1507.01
1500.64
2514.89
990.17
2503.42
994.34
2515.99
1492.16
1491.98
2512.61
1017.85
